timestamp,ecg
2.548,0.065
2.552,0.045
2.556,0.0543
2.56,0.0851
2.564,0.1383
2.568,0.1134
2.572,0.1013
2.576,0.1368
2.58,0.1427
2.584,0.0959
2.588,0.1454
2.592,0.134
2.596,0.1412
2.6,0.151
2.604,0.1229
2.608,0.0823
2.612,0.0546
2.616,0.1195
2.62,0.0627
2.624,0.0572
2.628,0.0534
2.632,0.0552
2.636,0.0421
2.64,0.016
2.644,-0.0054
2.648,0.0366
2.652,0.1998
2.656,0.5235
2.66,0.9116
2.664,1.1595
2.668,1.2093
2.672,0.8869
2.676,0.5815
2.68,0.2264
2.684,-0.0657
2.688,-0.1095
2.692,-0.0926
2.696,-0.0632
2.7,-0.0072
2.704,0.0113
2.708,0.0796
2.712,0.067
2.716,0.0747
2.72,0.0639
2.724,0.0269
2.728,0.039
2.732,0.0593
2.736,0.0251
2.74,0.0639
2.744,0.0449
2.748,0.0423
2.752,0.0642
2.756,0.0591
2.76,0.0434
2.764,0.0743
2.768,0.0302
2.772,0.0652
2.776,0.0661
2.78,0.0498
2.784,0.0648
2.788,0.0363
2.792,0.0835
2.796,0.066
2.8,0.065
2.804,0.1034
2.808,0.0765
2.812,0.072
2.816,0.08
2.82,0.1357
2.824,0.1117
2.828,0.1874
2.832,0.1266
2.836,0.2189
2.84,0.2062
2.844,0.2171
2.848,0.2247
2.852,0.2591
2.856,0.2644
2.86,0.2993
2.864,0.2892
2.868,0.2968
2.872,0.2905
2.876,0.2974
2.88,0.3023
2.884,0.2564
2.888,0.2552
2.892,0.2861
2.896,0.2614
2.9,0.2394
2.904,0.2274
2.908,0.217
2.912,0.1821
2.916,0.1604
2.92,0.1634
2.924,0.1244
2.928,0.1376
2.932,0.0823
2.936,0.1252
2.94,0.1037
2.944,0.0904
2.948,0.0973
2.952,0.1046
2.956,0.0864
2.96,0.025
2.964,0.0328
2.968,0.0432
2.972,0.0541
2.976,0.0624
2.98,0.0363
2.984,0.0536
2.988,0.0341
2.992,0.0364
2.996,0.0202
3.0,0.0296
3.004,0.0208
3.008,0.0282
3.012,0.0686
3.016,0.0285
3.02,0.1001
3.024,0.0572
3.028,0.051
3.032,0.0301
3.036,0.0612
3.04,0.0356
3.044,0.0496
3.048,0.0983
3.052,0.0451
3.056,0.07
3.06,0.0329
3.064,0.0462
3.068,0.0823
3.072,0.0343
3.076,0.083
3.08,0.0609
3.084,0.0354
3.088,0.0593
3.092,0.066
3.096,0.059
3.1,0.0151
3.104,0.0319
3.108,0.0414
3.112,0.0449
3.116,0.0587
3.12,0.0498
3.124,0.0195
3.128,0.0538
3.132,0.0583
3.136,0.0573
3.14,0.0676
3.144,0.0626
3.148,0.0551
3.152,0.0445
3.156,0.0126
3.16,0.0544
3.164,0.0499
3.168,0.0511
3.172,0.0201
3.176,0.0239
3.18,0.0666
3.184,0.0447
3.188,0.059
3.192,0.0459
3.196,0.0459
3.2,0.064
3.204,0.0349
3.208,0.0471
3.212,0.0358
3.216,0.0363
3.22,0.0388
3.224,0.0494
3.228,0.0353
3.232,0.0699
3.236,0.0269
3.24,0.041
3.244,0.0358
3.248,0.0735
3.252,0.0485
3.256,0.0651
3.26,0.0147
3.264,0.0497
3.268,0.0621
3.272,0.0459
3.276,0.0655
3.28,0.0338
3.284,0.0722
3.288,0.09
3.292,0.0367
3.296,0.035
3.3,0.0729
3.304,0.0753
3.308,0.0332
3.312,0.0352
3.316,0.0379
3.32,0.0166
3.324,0.0251
3.328,0.0233
3.332,0.028
3.336,0.0426
3.34,0.0479
3.344,0.0742
3.348,0.0232
3.352,0.0628
3.356,0.0389
3.36,0.0425
3.364,0.0575
3.368,0.0226
3.372,0.0544
3.376,0.053
3.38,0.064
3.384,0.0664
3.388,0.1184
3.392,0.0674
3.396,0.0822
3.4,0.0939
3.404,0.1084
3.408,0.118
3.412,0.1624
3.416,0.1703
3.42,0.1287
3.424,0.1169
3.428,0.1326
3.432,0.0993
3.436,0.1092
3.44,0.0874
3.444,0.0414
3.448,0.0931
3.452,0.0908
3.456,0.0374
3.46,0.0384
3.464,0.0492
3.468,0.0458
3.472,0.0392
3.476,0.0424
3.48,0.0023
3.484,0.1087
3.488,0.3797
3.492,0.7667
3.496,1.0919
3.5,1.2313
3.504,1.0234
3.508,0.6869
3.512,0.2999
3.516,0.0478
3.52,-0.0495
3.524,-0.1177
3.528,-0.0718
3.532,0.0069
3.536,0.0309
3.54,0.069
3.544,0.0492
3.548,0.0319
3.552,0.0512
3.556,0.0616
3.56,0.0558
3.564,0.0494
3.568,0.0606
3.572,0.0626
3.576,0.0669
3.58,0.0522
3.584,0.036
3.588,0.0425
3.592,0.0639
3.596,0.0239
3.6,0.0482
3.604,0.0338
3.608,0.0434
3.612,0.07
3.616,0.0503
3.62,0.0501
3.624,0.0254
3.628,0.0718
3.632,0.0751
3.636,0.1119
3.64,0.0702
3.644,0.0898
3.648,0.1008
3.652,0.1393
3.656,0.1191
3.66,0.1411
3.664,0.1633
3.668,0.1713
3.672,0.1756
3.676,0.2054
3.68,0.2397
3.684,0.2135
3.688,0.2513
3.692,0.2473
3.696,0.2957
3.7,0.2491
3.704,0.2733
3.708,0.2938
3.712,0.3162
3.716,0.279
3.72,0.2617
3.724,0.3002
3.728,0.221
3.732,0.1916
3.736,0.2285
3.74,0.1929
3.744,0.1654
3.748,0.1828
3.752,0.1568
3.756,0.1247
3.76,0.0955
3.764,0.1249
3.768,0.1081
3.772,0.0823
3.776,0.1117
3.78,0.0453
3.784,0.0294
3.788,0.0404
3.792,0.0487
3.796,0.0507
3.8,0.0381
3.804,0.0476
3.808,0.0137
3.812,0.0662
3.816,0.0346
3.82,0.0578
3.824,0.0417
3.828,0.0435
3.832,0.0454
3.836,0.0427
3.84,0.0464
3.844,0.0599
3.848,0.0371
3.852,0.0473
3.856,0.0312
3.86,0.0617
3.864,0.0192
3.868,0.0687
3.872,0.0317
3.876,0.0038
3.88,0.0349
3.884,0.0186
3.888,0.049
3.892,0.019
3.896,0.023
3.9,-0.0059
3.904,0.0227
3.908,-0.0168
3.912,-0.0001
3.916,0.0467
3.92,0.0471
3.924,0.0398
3.928,0.0118
3.932,0.0301
3.936,0.0309
3.94,0.0077
3.944,0.0609
3.948,0.0482
3.952,0.0262
3.956,0.031
3.96,0.0346
3.964,-0.0105
3.968,0.0253
3.972,0.0165
3.976,0.01
3.98,0.0243
3.984,0.0657
3.988,0.0425
3.992,0.0182
3.996,0.0409
4.0,0.0574
4.004,0.0478
4.008,0.0304
4.012,0.0161
4.016,0.0429
4.02,0.0367
4.024,0.0467
4.028,0.0414
4.032,0.0496
4.036,0.0178
4.04,0.0547
4.044,0.0322
4.048,0.0697
4.052,0.0143
4.056,0.0627
4.06,0.0318
4.064,0.0147
4.068,0.018
4.072,0.0211
4.076,0.0359
4.08,0.0378
4.084,0.0157
4.088,0.0266
4.092,0.0698
4.096,0.0614
4.1,0.0355
4.104,0.0274
4.108,0.029
4.112,0.0387
4.116,0.0059
4.12,0.0211
4.124,-0.0072
4.128,0.034
4.132,0.0389
4.136,0.0162
4.14,0.0572
4.144,0.0011
4.148,-0.0038
4.152,0.0299
4.156,0.0462
4.16,0.0589
4.164,0.0159
4.168,0.0465
4.172,0.0241
4.176,0.0213
4.18,0.0423
4.184,0.0377
4.188,-0.0069
4.192,0.0543
4.196,0.0527
4.2,0.0134
4.204,0.0353
4.208,0.0397
4.212,0.0389
4.216,0.0284
4.22,0.0338
4.224,0.0568
4.228,0.0929
4.232,0.0936
4.236,0.0888
4.24,0.1236
4.244,0.0603
4.248,0.1451
4.252,0.0872
4.256,0.1097
4.26,0.0852
4.264,0.0695
4.268,0.105
4.272,0.0588
4.276,0.0628
4.28,0.0446
4.284,0.047
4.288,0.0331
4.292,0.0018
4.296,0.0446
4.3,0.0115
4.304,-0.019
4.308,-0.0182
4.312,0.0067
4.316,0.0642
4.32,0.2698
4.324,0.6283
4.328,0.9795
4.332,1.2118
4.336,1.1025
4.34,0.7998
4.344,0.4214
4.348,0.0839
4.352,-0.1
4.356,-0.138
4.36,-0.101
4.364,-0.0497
4.368,0.003
4.372,0.0091
4.376,0.0305
4.38,0.0166
4.384,0.0203
4.388,-0.0212
4.392,0.037
4.396,0.0255
4.4,0.0384
4.404,-0.0395
4.408,0.0601
4.412,0.0156
4.416,0.0406
4.42,-0.0023
4.424,0.0309
4.428,-0.0021
4.432,0.007
4.436,0.0585
4.44,0.0174
4.444,0.027
4.448,0.0419
4.452,0.0368
4.456,0.033
4.46,0.0413
4.464,0.087
4.468,0.0438
4.472,0.0562
4.476,0.0817
4.48,0.0928
4.484,0.1058
4.488,0.1076
4.492,0.086
4.496,0.1568
4.5,0.1174
4.504,0.1631
4.508,0.159
4.512,0.1896
4.516,0.2136
4.52,0.2285
4.524,0.2438
4.528,0.2789
4.532,0.2644
4.536,0.2563
4.54,0.2833
4.544,0.2874
4.548,0.2355
4.552,0.2654
4.556,0.2581
4.56,0.2262
4.564,0.2458
4.568,0.1998
4.572,0.1888
4.576,0.1657
4.58,0.1522
4.584,0.1131
4.588,0.0899
4.592,0.1353
4.596,0.0724
4.6,0.0567
4.604,0.0221
4.608,0.0424
4.612,0.0202
4.616,0.0722
4.62,0.0535
4.624,0.0145
4.628,0.0693
4.632,0.0407
4.636,0.012
4.64,-0.0335
4.644,0.0607
4.648,-0.0141
4.652,-0.0201
4.656,0.0325
4.66,0.0603
4.664,0.0388
4.668,0.0221
4.672,0.0224
4.676,0.0274
4.68,0.0253
4.684,0.0156
4.688,0.0119
4.692,0.0084
4.696,-0.0056
4.7,0.0038
4.704,-0.0246
4.708,0.0072
4.712,-0.0108
4.716,-0.0132
4.72,0.0123
4.724,0.0365
4.728,0.0269
4.732,-0.023
4.736,-0.0115
4.74,0.0269
4.744,-0.0116
4.748,0.0034
4.752,0.0188
4.756,-0.0117
4.76,0.0096
4.764,-0.0193
4.768,-0.0048
4.772,0.0135
4.776,-0.0248
4.78,0.0157
4.784,0.0064
4.788,0.0177
4.792,0.011
4.796,0.0337
4.8,0.0088
4.804,-0.0024
4.808,0.0085
4.812,0.0168
4.816,0.0067
4.82,0.0065
4.824,-0.0085
4.828,-0.0079
4.832,-0.0228
4.836,0.0401
4.84,-0.0199
4.844,-0.009
4.848,-0.0096
4.852,0.0225
4.856,-0.0014
4.86,0.0293
4.864,-0.0092
4.868,0.0097
4.872,-0.0127
4.876,0.0468
4.88,-0.02
4.884,0.0098
4.888,0.0162
4.892,0.0117
4.896,-0.0004
4.9,0.0005
4.904,0.0039
4.908,-0.0001
4.912,0.022
4.916,0.0468
4.92,-0.0086
4.924,-0.025
4.928,0.0005
4.932,0.0537
4.936,-0.0141
4.94,0.0347
4.944,0.0353
4.948,-0.0094
4.952,0.0129
4.956,0.034
4.96,-0.0063
4.964,-0.0029
4.968,-0.0106
4.972,-0.0194
4.976,-0.0122
4.98,-0.0239
4.984,0.0012
4.988,-0.015
4.992,0.0049
4.996,-0.031
5.0,0.0066
5.004,0.0165
5.008,-0.0401
5.012,0.0071
5.016,0.0241
5.02,-0.0247
5.024,0.0331
5.028,0.0082
5.032,-0.0136
5.036,0.0005
5.04,0.0149
5.044,0.0086
5.048,0.0228
5.052,0.0007
5.056,0.0319
5.06,0.0117
5.064,0.0508
5.068,0.0484
5.072,0.0645
5.076,0.1141
5.08,0.1176
5.084,0.1095
5.088,0.072
5.092,0.0795
5.096,0.0986
5.1,0.0638
5.104,0.0936
5.108,0.0423
5.112,0.0272
5.116,0.0083
5.12,0.0105
5.124,0.0002
5.128,0.0142
5.132,0.0164
5.136,-0.0248
5.14,-0.0533
5.144,-0.0855
5.148,-0.007
5.152,0.134
5.156,0.44
5.16,0.8625
5.164,1.1596
5.168,1.1241
5.172,0.9016
5.176,0.5061
5.18,0.1442
5.184,-0.0612
5.188,-0.164
5.192,-0.1355
5.196,-0.0844
5.2,-0.0609
5.204,-0.0026
5.208,-0.0151
5.212,-0.023
5.216,0.0037
5.22,-0.0249
5.224,-0.0064
5.228,-0.0073
5.232,0.0145
5.236,0.0022
5.24,-0.0078
5.244,0.009
5.248,0.0204
5.252,0.0039
5.256,-0.0069
5.26,-0.0331
5.264,-0.0277
5.268,-0.0119
5.272,-0.0171
5.276,-0.0074
5.28,-0.0009
5.284,0.0108
5.288,0.0017
5.292,0.0165
5.296,0.0126
5.3,-0.0225
5.304,0.005
5.308,0.029
5.312,0.0172
5.316,0.0643
5.32,0.0952
5.324,0.1026
5.328,0.0888
5.332,0.1388
5.336,0.1286
5.34,0.1358
5.344,0.1472
5.348,0.1699
5.352,0.1836
5.356,0.2087
5.36,0.2205
5.364,0.2269
5.368,0.2424
5.372,0.2613
5.376,0.2572
5.38,0.206
5.384,0.179
5.388,0.2403
5.392,0.1832
5.396,0.1928
5.4,0.1589
5.404,0.13
5.408,0.1599
5.412,0.147
5.416,0.1032
5.42,0.0464
5.424,0.0716
5.428,0.0758
5.432,0.0252
5.436,0.0466
5.44,0.0322
5.444,0.035
5.448,0.0182
5.452,-0.0101
5.456,0.0279
5.46,-0.0035
5.464,-0.0044
5.468,-0.0253
5.472,-0.0177
5.476,-0.0282
5.48,-0.0153
5.484,0.0214
5.488,-0.041
5.492,-0.0464
5.496,0.0148
5.5,-0.0192
5.504,-0.0286
5.508,0.0053
5.512,-0.0278
5.516,0.0207
5.52,-0.0024
5.524,-0.0259
5.528,0.0269
5.532,-0.0285
5.536,-0.0017
5.54,-0.0107
5.544,0.0093
5.548,0.0144
5.552,-0.0164
5.556,-0.0322
5.56,-0.008
5.564,-0.0309
5.568,0.0228
5.572,-0.0149
5.576,-0.025
5.58,-0.0141
5.584,-0.0449
5.588,-0.0375
5.592,0.0058
5.596,-0.0314
5.6,-0.0393
5.604,-0.0078
5.608,0.0051
5.612,-0.0044
5.616,0.001
5.62,-0.0341
5.624,-0.0475
5.628,0.0108
5.632,-0.0258
5.636,-0.0245
5.64,0.007
5.644,-0.0086
5.648,-0.0107
5.652,0.0234
5.656,-0.0329
5.66,-0.0016
5.664,-0.0191
5.668,-0.015
5.672,0.0101
5.676,-0.0104
5.68,-0.01
5.684,0.0006
5.688,-0.0282
5.692,-0.0378
5.696,-0.0421
5.7,-0.0606
5.704,0.0197
5.708,-0.0436
5.712,-0.0261
5.716,-0.0273
5.72,-0.0157
5.724,-0.0057
5.728,-0.0049
5.732,-0.0339
5.736,-0.0256
5.74,-0.0168
5.744,-0.0275
5.748,0.0095
5.752,-0.0129
5.756,-0.0082
5.76,-0.0097
5.764,0.0004
5.768,-0.0196
5.772,-0.0492
5.776,-0.0154
5.78,-0.0366
5.784,-0.0342
5.788,-0.012
5.792,0.0009
5.796,-0.0236
5.8,-0.0179
5.804,0.0098
5.808,-0.0195
5.812,0.0276
5.816,-0.0132
5.82,-0.0599
5.824,-0.0097
5.828,-0.0172
5.832,0.0008
5.836,-0.0116
5.84,-0.0279
5.844,-0.0498
5.848,-0.0295
5.852,-0.0424
5.856,-0.0369
5.86,-0.0134
5.864,0.0088
5.868,-0.0158
5.872,-0.0459
5.876,-0.0102
5.88,0.0093
5.884,-0.0204
5.888,-0.0023
5.892,0.0115
5.896,0.0081
5.9,0.0503
5.904,0.048
5.908,0.0701
5.912,0.0517
5.916,0.064
5.92,0.0854
5.924,0.0569
5.928,0.0884
5.932,0.033
5.936,0.0317
5.94,0.0327
5.944,-0.0261
5.948,-0.0425
5.952,-0.0451
5.956,0.0054
5.96,-0.0345
5.964,0.0251
5.968,-0.0417
5.972,-0.0399
5.976,-0.0367
5.98,-0.0237
5.984,0.0962
5.988,0.3616
5.992,0.7321
5.996,1.0346
6.0,1.1412
6.004,0.9528
6.008,0.5961
6.012,0.2302
6.016,-0.0493
6.02,-0.179
6.024,-0.1632
6.028,-0.1129
6.032,-0.0822
6.036,-0.0233
6.04,-0.0609
6.044,-0.0365
6.048,-0.0454
6.052,-0.0681
6.056,-0.0324
6.06,-0.0333
6.064,-0.0007
6.068,-0.0184
6.072,-0.0515
6.076,0.006
6.08,-0.0066
6.084,-0.0193
6.088,-0.0353
6.092,-0.0498
6.096,-0.0376
6.1,-0.0078
6.104,0.0089
6.108,0.0033
6.112,-0.0358
6.116,-0.0464
6.12,-0.0185
6.124,-0.0533
6.128,-0.0072
6.132,-0.0113
6.136,-0.0112
6.14,-0.0261
6.144,0.0251
6.148,0.0146
6.152,0.0137
6.156,-0.0071
6.16,0.0644
